"zipcode","city","list","position","lastname","firstname","gender","birthyear","profession","years_in_politics","years_abroad","languages","study_level","twitter","facebook","linkedin"
6250,"Aiseau-Presles","MR",11,"HENIN","Jean","M","","","","","","","","",""
6250,"Aiseau-Presles","MR",10,"HAUTENNE","Myriam","F","","","","","","","","",""
6250,"Aiseau-Presles","MR",9,"PEZZETTI","Victor","M","","","","","","","","",""
6250,"Aiseau-Presles","MR",8,"NGUETSOP-LONTCHI","Nicole","F","","","","","","","","",""
6250,"Aiseau-Presles","MR",7,"GILOT","Léon","M","","","","","","","","",""
6250,"Aiseau-Presles","MR",6,"AVICE","Lucette","F","","","","","","","","",""
6250,"Aiseau-Presles","MR",5,"ADAM","Charles","M","","","","","","","","",""
6250,"Aiseau-Presles","MR",4,"CAUCHIE","Florence","F","","","","","","","","",""
6250,"Aiseau-Presles","MR",3,"DEFOURNY","François","M","","","","","","","","",""
6250,"Aiseau-Presles","MR",2,"LALA","Carmelina","F","","","","","","","","",""
6250,"Aiseau-Presles","MR",1,"DEPREZ","Jean-Pierre","M","","","","","","","","",""
6250,"Aiseau-Presles","ACAP6250",4,"CORNILLE","Florine","F","","","","","","","","",""
6250,"Aiseau-Presles","ACAP6250",3,"TERZI","Franco","M","","","","","","","","",""
6250,"Aiseau-Presles","ACAP6250",2,"STAMPART","Odile","F","","","","","","","","",""
6250,"Aiseau-Presles","ACAP6250",1,"GARBAR","Eric","M","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",21,"GROLAUX","Jean-Claude","M","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",20,"BASTIN BRUART","Martine","F","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",19,"RANSQUIN","Fabrice","M","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",18,"TEDESCO","Carine","F","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",17,"MORAUX","Jean-Marie","M","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",16,"HALSEN","Janine","F","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",15,"PENNUCCI","David","M","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",14,"GILLIARD","Stéphanie","F","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",13,"GRAVY","Alain","M","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",12,"LAMBOT","Karine","F","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",11,"BEN MEKKI","Abdelilah","M","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",10,"D'AGOSTINO","Anna-Vittoria","F","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",9,"KAYA","Engin","M","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",8,"PIEDIGROSSO","Isabelle","F","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",7,"BIERWART","Jean-Pierre","M","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",6,"DEMIRKAN","Busra","F","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",5,"HAMEG","Moktar","M","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",4,"LAFAILLE SABATO","Coralie","F","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",3,"HUCQ","Gérard","M","","","","","","","","",""
6250,"Aiseau-Presles","ACAP6250",13,"SALLUSTIO","Renato","M","","","","","","","","",""
6250,"Aiseau-Presles","ACAP6250",12,"FAUCHE","Arlette","F","","","","","","","","",""
6250,"Aiseau-Presles","ACAP6250",11,"CORNAMUSA","Alessandro Giovanni","M","","","","","","","","",""
6250,"Aiseau-Presles","ACAP6250",10,"GONZALEZ","Laura","F","","","","","","","","",""
6250,"Aiseau-Presles","ACAP6250",9,"AZAZ","Malik","M","","","","","","","","",""
6250,"Aiseau-Presles","ACAP6250",8,"MISERIA","Christelle","F","","","","","","","","",""
6250,"Aiseau-Presles","ACAP6250",7,"PINEDO Y MEDINA","Anthony","M","","","","","","","","",""
6250,"Aiseau-Presles","ACAP6250",6,"BUSSOLA","Vanessa","F","","","","","","","","",""
6250,"Aiseau-Presles","ACAP6250",5,"TEDESCHI","Alduino","M","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",2,"SMOLDERS LESIRE","Laurence","F","","","","","","","","",""
6250,"Aiseau-Presles","ENSEMBLE",1,"CHARLIER","Philippe","M","","","","","","","","",""
6250,"Aiseau-Presles","PS",21,"STANDAERT","Rudy","M","","","","","","","","",""
6250,"Aiseau-Presles","PS",20,"BERGER","Géraldine","F","","","","","","","","",""
6250,"Aiseau-Presles","PS",19,"BIRINCI","Fatih","M","","","","","","","","",""
6250,"Aiseau-Presles","PS",18,"DEYONGHE BANCU","Annick","F","","","","","","","","",""
6250,"Aiseau-Presles","PS",17,"COSTENARO","Sylvain","M","","","","","","","","",""
6250,"Aiseau-Presles","PS",16,"COLAUX","Cécile","F","","","","","","","","",""
6250,"Aiseau-Presles","PS",15,"HENROTIN","Rapha","M","","","","","","","","",""
6250,"Aiseau-Presles","PS",14,"TUMSON","Martine","F","","","","","","","","",""
6250,"Aiseau-Presles","PS",13,"ARENA","Pierro","M","","","","","","","","",""
6250,"Aiseau-Presles","PS",12,"LORENT","Nathalie","F","","","","","","","","",""
6250,"Aiseau-Presles","PS",11,"NOTO","Christopher","M","","","","","","","","",""
6250,"Aiseau-Presles","PS",10,"LORGE","Caroline","F","","","","","","","","",""
6250,"Aiseau-Presles","PS",9,"DEMARS","Didier","M","","","","","","","","",""
6250,"Aiseau-Presles","PS",8,"DRESSE","Anne-Lise","F","","","","","","","","",""
6250,"Aiseau-Presles","PS",7,"BERDOYES","Lionel","M","","","","","","","","",""
6250,"Aiseau-Presles","PS",6,"AZZAZ","Walaba","F","","","","","","","","",""
6250,"Aiseau-Presles","PS",5,"VALENTIN","Vincent","M","","","","","","","","",""
6250,"Aiseau-Presles","PS",4,"WALKA","Melissa","F","","","","","","","","",""
6250,"Aiseau-Presles","PS",3,"GRENIER","Dominique","M","","","","","","","","",""
6250,"Aiseau-Presles","PS",2,"GEERAERTS","Virginie","F","","","","","","","","",""
6250,"Aiseau-Presles","PS",1,"FERSINI","Jean","M","","","","","","","","",""
6250,"Aiseau-Presles","ECOLO",5,"MARLIER","Frédéric","M","","","","","","","","",""
6250,"Aiseau-Presles","ECOLO",4,"VANVELTHEM","Marie-Paule","F","","","","","","","","",""
6250,"Aiseau-Presles","ECOLO",3,"DE ROOVER","Pierre","M","","","","","","","","",""
6250,"Aiseau-Presles","ECOLO",2,"RUGGIN","Maria Christina","F","","","","","","","","",""
6250,"Aiseau-Presles","ECOLO",1,"NAVEZ","Pierre","M","","","","","","","","",""
6250,"Aiseau-Presles","MR",21,"MARIQUE","Jean-Pierre","M","","","","","","","","",""
6250,"Aiseau-Presles","MR",20,"VARNAS","Kristelle","F","","","","","","","","",""
6250,"Aiseau-Presles","MR",19,"VANKERKOVEN","Vincent","M","","","","","","","","",""
6250,"Aiseau-Presles","MR",18,"ZICOT","Micheline","F","","","","","","","","",""
6250,"Aiseau-Presles","MR",17,"BIREMBAUT","Edmond","M","","","","","","","","",""
6250,"Aiseau-Presles","MR",16,"WARNIER","Annick","F","","","","","","","","",""
6250,"Aiseau-Presles","MR",15,"CLOVYN","Fabian","M","","","","","","","","",""
6250,"Aiseau-Presles","MR",14,"HERMANS","Jennifer","F","","","","","","","","",""
6250,"Aiseau-Presles","MR",13,"CECCON","Jimmy","M","","","","","","","","",""
6250,"Aiseau-Presles","MR",12,"COSTANZO","Maria","F","","","","","","","","",""
4540,"Amay","ECOLO",11,"MAINFROID","Pol","M","","","","","","","","",""
4540,"Amay","ECOLO",10,"LIZÉE","Cyrielle","F","","","","","","","","",""
4540,"Amay","ECOLO",9,"ENGLEBERT","Eric","M","","","","","","","","",""
4540,"Amay","ECOLO",8,"BRUYNINCKX","Nathalie","F","","","","","","","","",""
4540,"Amay","ECOLO",7,"DELVAUX","Daniel","M","","","","","","","","",""
4540,"Amay","ECOLO",6,"BORGNET","Corinne","F","","","","","","","","",""
4540,"Amay","ECOLO",5,"CASTRONOVO","Louis","M","","","","","","","","",""
4540,"Amay","ECOLO",4,"DAVIGNON","Janine","F","","","","","","","","",""
4540,"Amay","ECOLO",3,"LACROIX","Didier","M","","","","","","","","",""
4540,"Amay","ECOLO",2,"CAPRASSE","Stéphanie","F","","","","","","","","",""
4540,"Amay","ECOLO",1,"JAVAUX","Jean-Michel","M","","","","","","","","",""
4540,"Amay","AMAY.PLUS",23,"NEYENS - VANDERVORST","Josianne","F","","","","","","","","",""
4540,"Amay","AMAY.PLUS",22,"de GROOT - LOHAY","Geneviève","F","","","","","","","","",""
4540,"Amay","AMAY.PLUS",21,"CASTRONOVO","François","M","","","","","","","","",""
4540,"Amay","AMAY.PLUS",20,"MASILLON","Anaïs","F","","","","","","","","",""
4540,"Amay","AMAY.PLUS",19,"STOEFS","Donat","M","","","","","","","","",""
4540,"Amay","AMAY.PLUS",18,"GUSTINELLI","Sabrina","F","","","","","","","","",""
4540,"Amay","AMAY.PLUS",17,"RIFLET","Pascal","M","","","","","","","","",""
4540,"Amay","AMAY.PLUS",16,"STROOBANTS","Nancy","F","","","","","","","","",""
4540,"Amay","AMAY.PLUS",15,"HENROT","Jean-Marc","M","","","","","","","","",""
4540,"Amay","AMAY.PLUS",14,"LEJEUNE","Bernadette","F","","","","","","","","",""
4540,"Amay","AMAY.PLUS",13,"BAILLY","Jacques","M","","","","","","","","",""
4540,"Amay","AMAY.PLUS",12,"CLAES","Erine","F","","","","","","","","",""
4540,"Amay","AMAY.PLUS",11,"BELLEMANS","Robert","M","","","","","","","","",""
4540,"Amay","AMAY.PLUS",10,"NEUVILLE","Françoise","F","","","","","","","","",""
4540,"Amay","AMAY.PLUS",9,"PAVLOV","Kirill","M","","","","","","","","",""
4540,"Amay","AMAY.PLUS",8,"MONTULET","Marie-Christine","F","","","","","","","","",""
4540,"Amay","AMAY.PLUS",7,"CABU","Steven","M","","","","","","","","",""
4540,"Amay","AMAY.PLUS",6,"ALTUNIN","Frédérique","F","","","","","","","","",""
4540,"Amay","AMAY.PLUS",5,"LEGAST","Cédric","M","","","","","","","","",""
4540,"Amay","AMAY.PLUS",4,"DESTOOP","Françoise","F","","","","","","","","",""
4540,"Amay","AMAY.PLUS",3,"JAMSIN","Pascal","M","","","","","","","","",""
4540,"Amay","AMAY.PLUS",2,"HALLUT","Isabelle","F","","","","","","","","",""
4540,"Amay","AMAY.PLUS",1,"TILMAN","Benoit","M","","","","","","","","",""
4540,"Amay","PS",23,"IANIERO","Angelo","M","","","","","","","","",""
4540,"Amay","PS",22,"MORCIMEN","Nadya","F","","","","","","","","",""
4540,"Amay","PS",21,"MOORMANN","Patrick","M","","","","","","","","",""
4540,"Amay","PS",20,"FOUARGE","Pascale","F","","","","","","","","",""
4540,"Amay","PS",19,"THONON","Simon","M","","","","","","","","",""
4540,"Amay","PS",18,"LIBAN","Charlotte","F","","","","","","","","",""
4540,"Amay","PS",17,"KINET","Pascal","M","","","","","","","","",""
4540,"Amay","PS",16,"PRAILLET","Anne Marie","F","","","","","","","","",""
4540,"Amay","PS",15,"BASIAU","Daniel","M","","","","","","","","",""
4540,"Amay","PS",14,"PEGORARO","Géraldine","F","","","","","","","","",""
4540,"Amay","PS",13,"LAMBERT","Marc","M","","","","","","","","",""
4540,"Amay","PS",12,"GAVA","Renata","F","","","","","","","","",""
4540,"Amay","PS",11,"VANBRABANT","Michel","M","","","","","","","","",""
4540,"Amay","PS",10,"HAUTECLAIR","Marie-Christine","F","","","","","","","","",""
4540,"Amay","PS",9,"LALLEMAND","Jordy","M","","","","","","","","",""
4540,"Amay","PS",8,"FRAITURE","Amandine","F","","","","","","","","",""
4540,"Amay","PS",7,"CONTENT","Marc","M","","","","","","","","",""
4540,"Amay","PS",6,"ROUBINET","Sophie","F","","","","","","","","",""
4540,"Amay","PS",5,"DE MARCO","David","M","","","","","","","","",""
4540,"Amay","PS",4,"GODDEVRIND","Mélanie","F","","","","","","","","",""
4540,"Amay","PS",3,"MOINY","Samuel","M","","","","","","","","",""
4540,"Amay","PS",2,"SOHET","Vinciane","F","","","","","","","","",""
4540,"Amay","PS",1,"DELIZÉE","Marc","M","","","","","","","","",""
4540,"Amay","ECOLO",23,"DELHEZ","Catherine","F","","","","","","","","",""
4540,"Amay","ECOLO",22,"LEHANE","Déborah","F","","","","","","","","",""
4540,"Amay","ECOLO",21,"MÉLON","Luc","M","","","","","","","","",""
4540,"Amay","ECOLO",20,"DUVIVIER","Angélique","F","","","","","","","","",""
4540,"Amay","ECOLO",19,"JOUFFROY","Jean-Jacques","M","","","","","","","","",""
4540,"Amay","ECOLO",18,"STALMANS","Marie-Ange","F","","","","","","","","",""
4540,"Amay","ECOLO",17,"TORREBORRE","Raphaël","M","","","","","","","","",""
4540,"Amay","ECOLO",16,"TONNON","Christel","F","","","","","","","","",""
4540,"Amay","ECOLO",15,"HUBERTY","Luc","M","","","","","","","","",""
4540,"Amay","ECOLO",14,"MICHEL","Nadège","F","","","","","","","","",""
4540,"Amay","ECOLO",13,"BOCCAR","Daniel","M","","","","","","","","",""
4540,"Amay","ECOLO",12,"RENAUX","Denise","F","","","","","","","","",""
5300,"Andenne","AD&N",27,"MATTART","Christian","M","","","","","","","","",""
5300,"Andenne","AD&N",28,"JACQUES-STORME","Emmanuelle","F","","","","","","","","",""
5300,"Andenne","AD&N",29,"DOUMONT","Hugues","M","","","","","","","","",""
5300,"Andenne","TS",1,"THOLA","Jean-Luc","M","","","","","","","","",""
5300,"Andenne","Le Renouveau",1,"PETITJEAN","Paul","M","","","","","","","","",""
5300,"Andenne","MR",1,"LÉONARD","Françoise","F","","","","","","","","",""
5300,"Andenne","MR",2,"VAN YDEGEM","Nicolas","M","","","","","","","","",""
5300,"Andenne","MR",3,"MAUER","Lissia","F","","","","","","","","",""
5300,"Andenne","MR",4,"VANDERVEKEN","Xavier","M","","","","","","","","",""
5300,"Andenne","MR",5,"TARPATAKI","Françoise","F","","","","","","","","",""
5300,"Andenne","MR",6,"FROIDBISE","Thibaut","M","","","","","","","","",""
5300,"Andenne","MR",7,"ANTHOPOULOS","Georgia","F","","","","","","","","",""
5300,"Andenne","MR",8,"ADAM","François","M","","","","","","","","",""
5300,"Andenne","PSD@",25,"TAFRATA","Jawad","M","","","","","","","","",""
5300,"Andenne","PSD@",26,"DE BEYS","Aurore","F","","","","","","","","",""
5300,"Andenne","PSD@",27,"COSTANTINI","Benjamin","M","","","","","","","","",""
5300,"Andenne","PSD@",28,"MALISOUX","Elisabeth","F","","","","","","","","",""
5300,"Andenne","MR",9,"PONCELET","Dominique","F","","","","","","","","",""
5300,"Andenne","MR",10,"BERTRAND","Eric","M","","","","","","","","",""
5300,"Andenne","MR",11,"VERNIERS","Dominique","F","","","","","","","","",""
5300,"Andenne","MR",12,"ZACHARY","Fernand","M","","","","","","","","",""
5300,"Andenne","MR",13,"MASSART","Virginie","F","","","","","","","","",""
5300,"Andenne","MR",14,"FLEMAL","Geoffrey","M","","","","","","","","",""
5300,"Andenne","MR",15,"KESTEMAN","Marine","F","","","","","","","","",""
5300,"Andenne","MR",16,"BUTERA","Jean (Jean-Baptiste)","M","","","","","","","","",""
5300,"Andenne","MR",17,"PIRE","Mégane","F","","","","","","","","",""
5300,"Andenne","MR",18,"LOUIS","Damien","M","","","","","","","","",""
5300,"Andenne","MR",19,"DUCHÊNE","Fabienne","F","","","","","","","","",""
5300,"Andenne","MR",20,"TIRMARCHE","Benjamin","M","","","","","","","","",""
5300,"Andenne","MR",21,"de ALMEIDA","Clerecilda","F","","","","","","","","",""
5300,"Andenne","MR",22,"CLOSE","Guillaume","M","","","","","","","","",""
5300,"Andenne","MR",23,"BALFROID","Jessica","F","","","","","","","","",""
5300,"Andenne","MR",24,"HUBEAUX","Julien","M","","","","","","","","",""
5300,"Andenne","MR",25,"LALLEMAND","Pascale","F","","","","","","","","",""
5300,"Andenne","MR",26,"LEMPEREUR","Frederic","M","","","","","","","","",""
5300,"Andenne","MR",27,"CLÉRISSE","Sonia","F","","","","","","","","",""
5300,"Andenne","MR",28,"LÉONARD","Pascal","M","","","","","","","","",""
5300,"Andenne","MR",29,"MAGNÉE","Isabelle","F","","","","","","","","",""
5300,"Andenne","PSD@",1,"EERDEKENS","Claude","M","","","","","","","","",""
5300,"Andenne","PSD@",2,"CRUSPIN","Sandrine","F","","","","","","","","",""
5300,"Andenne","PSD@",3,"HAVELANGE","Guy","M","","","","","","","","",""
5300,"Andenne","PSD@",4,"MAUGUIT","Marie (Marie-Christine)","F","","","","","","","","",""
5300,"Andenne","PSD@",5,"LEPAGE","René","M","","","","","","","","",""
5300,"Andenne","PSD@",6,"BODART","Christine","F","","","","","","","","",""
5300,"Andenne","PSD@",7,"HENROTAUX","André (Dédé)","M","","","","","","","","",""
5300,"Andenne","PSD@",8,"TOMASI","Yvonne","F","","","","","","","","",""
5300,"Andenne","PSD@",9,"BADOT","Christian","M","","","","","","","","",""
5300,"Andenne","PSD@",10,"SIMON-CASTELLAN","Rosa (Rose)","F","","","","","","","","",""
5300,"Andenne","PSD@",11,"DELONGUEIL","Sasha","M","","","","","","","","",""
5300,"Andenne","PSD@",12,"FRANÇOIS","Natacha","F","","","","","","","","",""
5300,"Andenne","PSD@",13,"FRANCKINIOULLE","Joël","M","","","","","","","","",""
5300,"Andenne","PSD@",14,"LUONGO","Cassandra","F","","","","","","","","",""
5300,"Andenne","PSD@",15,"RASQUIN","Philippe","M","","","","","","","","",""
5300,"Andenne","PSD@",16,"SERESSIA","Marie (Marie-Luce)","F","","","","","","","","",""
5300,"Andenne","PSD@",17,"GIOT","Claude (Claudy)","M","","","","","","","","",""
5300,"Andenne","PSD@",18,"DESTREE-COLLIGNON","Georgiane","F","","","","","","","","",""
5300,"Andenne","PSD@",19,"ROBIJN","Philippe","M","","","","","","","","",""
5300,"Andenne","PSD@",20,"ELSEN","Nathalie","F","","","","","","","","",""
5300,"Andenne","PSD@",21,"GOOSSENS","Kevin","M","","","","","","","","",""
5300,"Andenne","PSD@",22,"VERHASSELT","Lyzie","F","","","","","","","","",""
5300,"Andenne","PSD@",23,"PIRARD","Kevin","M","","","","","","","","",""
5300,"Andenne","PSD@",24,"PIERARD","Mélissa","F","","","","","","","","",""
5300,"Andenne","PSD@",29,"SAMPAOLI","Vincent","M","","","","","","","","",""
5300,"Andenne","AD&N",1,"SERMON","Etienne","M","","","","","","","","",""
5300,"Andenne","AD&N",2,"DIEUDONNÉ-OLIVIER","Martine","F","","","","","","","","",""
5300,"Andenne","AD&N",3,"MATTART","Philippe","M","","","","","","","","",""
5300,"Andenne","AD&N",4,"HALLEUX","Florence","F","","","","","","","","",""
5300,"Andenne","AD&N",5,"FURNELLE","Vincent","M","","","","","","","","",""
5300,"Andenne","AD&N",6,"LOMBA","Caroline","F","","","","","","","","",""
5300,"Andenne","AD&N",7,"MUSSEN","Olivier","M","","","","","","","","",""
5300,"Andenne","AD&N",8,"STORDEUR","Virginie","F","","","","","","","","",""
5300,"Andenne","AD&N",9,"SARTORI","Eddy","M","","","","","","","","",""
5300,"Andenne","AD&N",10,"WERY","Florence","F","","","","","","","","",""
5300,"Andenne","AD&N",11,"LUX","Jean (Jean-Sébastien)","M","","","","","","","","",""
5300,"Andenne","AD&N",12,"WILLIQUET","Gwendoline","F","","","","","","","","",""
5300,"Andenne","AD&N",13,"MATHIEU","Jean (Jean-Marie)","M","","","","","","","","",""
5300,"Andenne","AD&N",14,"TRUFIN","Caroline","F","","","","","","","","",""
5300,"Andenne","AD&N",15,"DEFOSSÉ","Marc","M","","","","","","","","",""
5300,"Andenne","AD&N",16,"VAN MELLO","Laure","F","","","","","","","","",""
5300,"Andenne","AD&N",17,"LIBERT","Benoit","M","","","","","","","","",""
5300,"Andenne","AD&N",18,"VAN DAMME","Bernadette","F","","","","","","","","",""
5300,"Andenne","AD&N",19,"BONANNO","Giuseppe","M","","","","","","","","",""
5300,"Andenne","AD&N",20,"WATCHAP","Franciane","F","","","","","","","","",""
5300,"Andenne","AD&N",21,"HUWART","Jean-Yves","M","","","","","","","","",""
5300,"Andenne","AD&N",22,"LANGENSCHEID","Cécile","F","","","","","","","","",""
5300,"Andenne","AD&N",23,"GILLET","Emmanuel","M","","","","","","","","",""
5300,"Andenne","AD&N",24,"DEWEZ","Caroline","F","","","","","","","","",""
5300,"Andenne","AD&N",25,"LEBLANC","Pierre-Jean","M","","","","","","","","",""
5300,"Andenne","AD&N",26,"VOETS","Martine","F","","","","","","","","",""
6150,"Anderlues","GAUCHE",18,"FAUCHE","Françoise","F","","","","","","","","",""
6150,"Anderlues","DéFI",5,"VANBEVER","Sandra","F","","","","","","","","",""
6150,"Anderlues","DéFI",6,"RENQUIN","David","M","","","","","","","","",""
6150,"Anderlues","DéFI",7,"TAMIGNIAU","Amandine","F","","","","","","","","",""
6150,"Anderlues","DéFI",8,"POLIART","Christian","M","","","","","","","","",""
6150,"Anderlues","PS",1,"TISON","Philippe","M","","","","","","","","",""
6150,"Anderlues","PS",2,"GONZALEZ MOYANO","Virginie","F","","","","","","","","",""
6150,"Anderlues","PS",3,"ZANOLA","Rudy","M","","","","","","","","",""
6150,"Anderlues","PS",4,"RIZZO","Lori","F","","","","","","","","",""
6150,"Anderlues","PS",5,"GUYOT","Michaël","M","","","","","","","","",""
6150,"Anderlues","PS",6,"DUSSART","Roseline","F","","","","","","","","",""
6150,"Anderlues","PS",7,"MOSCARIELLO","Annibale","M","","","","","","","","",""
6150,"Anderlues","PS",8,"STROOBANS","Carine","F","","","","","","","","",""
6150,"Anderlues","PS",9,"BACCATI","Franco","M","","","","","","","","",""
6150,"Anderlues","PS",10,"GOURMEUR","Nathalie","F","","","","","","","","",""
6150,"Anderlues","PS",11,"BIKÉ","Philippe","M","","","","","","","","",""
6150,"Anderlues","PS",12,"MERCEDES","Styvielanie","F","","","","","","","","",""
6150,"Anderlues","PS",13,"GODAUX","Thierry","M","","","","","","","","",""
6150,"Anderlues","PS",14,"LARABI","Dalila","F","","","","","","","","",""
6150,"Anderlues","PS",15,"HECTOR","Maxime","M","","","","","","","","",""
6150,"Anderlues","PS",16,"GUERLEMENT","Aurélie","F","","","","","","","","",""
6150,"Anderlues","PS",17,"LALLART","Thierry","M","","","","","","","","",""
6150,"Anderlues","PS",18,"DENIS","Elisabeth","F","","","","","","","","",""
6150,"Anderlues","PS",19,"ENA","Giuliano","M","","","","","","","","",""
6150,"Anderlues","PS",20,"LEQUEUX","Sandrine","F","","","","","","","","",""
6150,"Anderlues","PS",21,"BASTIN","Alain","M","","","","","","","","",""
6150,"Anderlues","PS",22,"BAUDUIN","Marine","F","","","","","","","","",""
6150,"Anderlues","PS",23,"PASTO","Guglielmo","M","","","","","","","","",""
6150,"Anderlues","WI",1,"LABIAU","Dimitri","M","","","","","","","","",""
6150,"Anderlues","WI",2,"JOSSE","Laura","F","","","","","","","","",""
6150,"Anderlues","WI",3,"FOUGERE","Willy","M","","","","","","","","",""
6150,"Anderlues","AJC",1,"POLAIN","Hadrien","M","","","","","","","","",""
6150,"Anderlues","AJC",2,"CUBI","Corinne","F","","","","","","","","",""
6150,"Anderlues","AJC",3,"GUERLEMENT","Nicolas","M","","","","","","","","",""
6150,"Anderlues","AJC",4,"DUCHÈNE","Aurore","F","","","","","","","","",""
6150,"Anderlues","AJC",5,"MOTTE","Francis","M","","","","","","","","",""
6150,"Anderlues","GAUCHE",5,"HARBOUX","Michel","M","","","","","","","","",""
6150,"Anderlues","GAUCHE",6,"NAVEZ","Isabelle","F","","","","","","","","",""
6150,"Anderlues","GAUCHE",7,"DI BATTISTA","Olivier","M","","","","","","","","",""
6150,"Anderlues","GAUCHE",8,"ARCOLY","Valérie","F","","","","","","","","",""
6150,"Anderlues","GAUCHE",9,"MENOLASCINA","Nicolas","M","","","","","","","","",""
6150,"Anderlues","GAUCHE",10,"VERELST","Aline","F","","","","","","","","",""
6150,"Anderlues","GAUCHE",11,"BERGER","Guy","M","","","","","","","","",""
6150,"Anderlues","GAUCHE",12,"TIOULENEVA née MANTROVA","Marina","F","","","","","","","","",""
6150,"Anderlues","GAUCHE",13,"GODAUX","Thierry","M","","","","","","","","",""
6150,"Anderlues","GAUCHE",14,"ROCHEZ","Dominique","F","","","","","","","","",""
6150,"Anderlues","GAUCHE",15,"CLAUWAERT","Ralph","M","","","","","","","","",""
6150,"Anderlues","GAUCHE",16,"SERSTÉ","Irène","F","","","","","","","","",""
6150,"Anderlues","GAUCHE",17,"LAVIOLETTE","Grégory","M","","","","","","","","",""
6150,"Anderlues","GAUCHE",19,"CONSOLINI","Sandro","M","","","","","","","","",""
6150,"Anderlues","GAUCHE",20,"VAN MIEGHEM","Nathalie","F","","","","","","","","",""
6150,"Anderlues","GAUCHE",21,"BOUCQ","Francis","M","","","","","","","","",""
6150,"Anderlues","GAUCHE",22,"CUYPERS","Arlette","F","","","","","","","","",""
6150,"Anderlues","GAUCHE",23,"DEWILLE","Freddy","M","","","","","","","","",""
6150,"Anderlues","DéFI",1,"GHEYSENS","Michèle","F","","","","","","","","",""
6150,"Anderlues","DéFI",2,"BLANCHART","Sébastien","M","","","","","","","","",""
6150,"Anderlues","DéFI",3,"CORDIER","Angèle","F","","","","","","","","",""
6150,"Anderlues","DéFI",4,"RENQUIN","Sébastien","M","","","","","","","","",""
6150,"Anderlues","GAUCHE",4,"DE MEYER","Mélissa","F","","","","","","","","",""
6150,"Anderlues","GAUCHE",3,"FANELLI","David","M","","","","","","","","",""
6150,"Anderlues","GAUCHE",2,"MASQUELIER","Béatrice","F","","","","","","","","",""
6150,"Anderlues","GAUCHE",1,"DERMINE","Fabrice","M","","","","","","","","",""
6150,"Anderlues","AJC",23,"FLAMANT","Jean-Marie","M","","","","","","","","",""
6150,"Anderlues","AJC",22,"GLINNE","Elodie","F","","","","","","","","",""
6150,"Anderlues","AJC",21,"PASTURE","Sébastien (Exo)","M","","","","","","","","",""
6150,"Anderlues","AJC",20,"PIAZZA","Angelina (Angie)","F","","","","","","","","",""
6150,"Anderlues","AJC",19,"TISAT","Fabio","M","","","","","","","","",""
6150,"Anderlues","AJC",18,"de JAMBLINNE de MEUX","Maïdo","F","","","","","","","","",""
6150,"Anderlues","AJC",17,"FOUCART","Eddy","M","","","","","","","","",""
6150,"Anderlues","AJC",16,"DI TURI","Lara","F","","","","","","","","",""
6150,"Anderlues","AJC",15,"MANINI","Daniel","M","","","","","","","","",""
6150,"Anderlues","AJC",14,"DEBELLE","Laetitia","F","","","","","","","","",""
6150,"Anderlues","AJC",13,"DELPORTE","Mike","M","","","","","","","","",""
6150,"Anderlues","AJC",12,"CATTERNAN","Delphine","F","","","","","","","","",""
6150,"Anderlues","AJC",11,"PIETERAERENS","Thierry","M","","","","","","","","",""
6150,"Anderlues","AJC",10,"PIZZANO","Maria","F","","","","","","","","",""
6150,"Anderlues","AJC",9,"EVRARD","Michael","M","","","","","","","","",""
6150,"Anderlues","AJC",8,"FONTIGNIE","Véronique","F","","","","","","","","",""
6150,"Anderlues","AJC",7,"LELEUX","Stéphan","M","","","","","","","","",""
6150,"Anderlues","AJC",6,"BOUILLON","Patricia","F","","","","","","","","",""
5537,"Anhée","V.I.C.",18,"SACRÉ - THAON","Mary-Laure","F","","","","","","","","",""
5537,"Anhée","V.I.C.",19,"DUMONT","Jules","M","","","","","","","","",""
5537,"Anhée","Anhée vers +",1,"TONNEAUX","Steve","M","","","","","","","","",""
5537,"Anhée","Anhée vers +",2,"DECLERCK","Anne-Lise","F","","","","","","","","",""
