"zipcode","city","list","position","lastname","firstname","gender","birthyear","profession","years_in_politics","years_abroad","languages","study_level","twitter","facebook","linkedin"
7500,"Tournai","ECOLO",30,"DEREUX","Philippe","M","","","","","","","","",""
7500,"Tournai","ECOLO",31,"GHILBERT","Patricia","F","","","","","","","","",""
7500,"Tournai","ECOLO",32,"DEPLASSE","Maxime","M","","","","","","","","",""
7500,"Tournai","ECOLO",33,"CASTERMAN","Chantal","F","","","","","","","","",""
7500,"Tournai","ECOLO",34,"DENONNE","Guillaume","M","","","","","","","","",""
7500,"Tournai","ECOLO",35,"DECOCQ","Chantal","F","","","","","","","","",""
7500,"Tournai","ECOLO",36,"DOCHY","Benoit","M","","","","","","","","",""
7500,"Tournai","ECOLO",37,"DELVIGNE","Anne","F","","","","","","","","",""
7500,"Tournai","ECOLO",38,"VANDENSAVEL","Jean-Pierre","M","","","","","","","","",""
7500,"Tournai","ECOLO",39,"LEFEBVRE","Marie-Christine","F","","","","","","","","",""
7500,"Tournai","PS",1,"DEMOTTE","Rudy","M","","","","","","","","",""
7500,"Tournai","PS",2,"DEDONDER","Ludivine","F","","","","","","","","",""
7500,"Tournai","PS",3,"DELANNOIS","Paul-Olivier","M","","","","","","","","",""
7500,"Tournai","PS",4,"LIÉNARD","Laetitia","F","","","","","","","","",""
7500,"Tournai","PS",5,"ROBERT","Philippe","M","","","","","","","","",""
7500,"Tournai","PS",6,"LIÉTAR","Sylvie","F","","","","","","","","",""
7500,"Tournai","PS",7,"BRAECKELAERE","Vincent","M","","","","","","","","",""
7500,"Tournai","PS",8,"BARBAIX","Laurence","F","","","","","","","","",""
7500,"Tournai","PS",9,"CLAUX","Jean-Louis","M","","","","","","","","",""
7500,"Tournai","PS",10,"BRATUN","Annick","F","","","","","","","","",""
7500,"Tournai","PS",11,"VANZEVEREN","Gwenaël","M","","","","","","","","",""
7500,"Tournai","PS",12,"DAL","Dominique","F","","","","","","","","",""
7500,"Tournai","PS",13,"DANÈS","Jeff","M","","","","","","","","",""
7500,"Tournai","PS",14,"DESIDE","Christine","F","","","","","","","","",""
7500,"Tournai","PS",15,"SMETTE","Didier","M","","","","","","","","",""
7500,"Tournai","PS",16,"ARA","Linda","F","","","","","","","","",""
7500,"Tournai","PS",17,"LEFEBVRE","Bernard","M","","","","","","","","",""
7500,"Tournai","PS",18,"DELHAYE","Noémie","F","","","","","","","","",""
7500,"Tournai","PS",19,"TAMBOUR","Bernard","M","","","","","","","","",""
7500,"Tournai","PS",20,"OUFELLA","Natacha","F","","","","","","","","",""
7500,"Tournai","PS",21,"MELLOUK","Amine","M","","","","","","","","",""
7500,"Tournai","PS",22,"LOLLIOT","Virginie","F","","","","","","","","",""
7500,"Tournai","PS",23,"POLLET","Léonard","M","","","","","","","","",""
7500,"Tournai","PS",24,"WIBAUT","Sandrine","F","","","","","","","","",""
7500,"Tournai","PS",25,"COUSAERT","Louis","M","","","","","","","","",""
7500,"Tournai","PS",26,"JESSON","Caroline","F","","","","","","","","",""
7500,"Tournai","PS",27,"MOTTE","Philippe","M","","","","","","","","",""
7500,"Tournai","PS",28,"PETIT","Laetitia","F","","","","","","","","",""
7500,"Tournai","PS",29,"DELRUE","Vincent","M","","","","","","","","",""
7500,"Tournai","PS",30,"TAMBOUR","Nathalie","F","","","","","","","","",""
7500,"Tournai","PS",31,"ORLANDI","Jean-Marie","M","","","","","","","","",""
7500,"Tournai","PS",32,"MASURE","Marie-Christine","F","","","","","","","","",""
7500,"Tournai","PS",33,"GODET","Joseph","M","","","","","","","","",""
7500,"Tournai","PS",34,"MARCHAND","Virginie","F","","","","","","","","",""
7500,"Tournai","PS",35,"DINOIR","Grégory","M","","","","","","","","",""
7500,"Tournai","PS",36,"DE NUTTE","Virginie","F","","","","","","","","",""
7500,"Tournai","PS",37,"HUEZ","Geoffroy","M","","","","","","","","",""
7500,"Tournai","PS",38,"PETIT","Loïs","F","","","","","","","","",""
7500,"Tournai","PS",39,"BOUZIANE","Tarik","M","","","","","","","","",""
7500,"Tournai","PTB",1,"MARTIN","Dominique","F","","","","","","","","",""
7500,"Tournai","PTB",2,"DUTRANNOIS","Stéphane","M","","","","","","","","",""
7500,"Tournai","PTB",3,"SÉNÉPART","Caroline","F","","","","","","","","",""
7500,"Tournai","DéFI",1,"JONET","Frédérique","F","","","","","","","","",""
7500,"Tournai","DéFI",2,"MAHIEU","Christian","M","","","","","","","","",""
7500,"Tournai","DéFI",3,"GHEYSENS","Anne","F","","","","","","","","",""
7500,"Tournai","DéFI",4,"LANDRIEU","Arnaud","M","","","","","","","","",""
7500,"Tournai","DéFI",5,"HANNEUSE","Nelly","F","","","","","","","","",""
7500,"Tournai","DéFI",6,"DEBUICHE","Jean-Pierre","M","","","","","","","","",""
7500,"Tournai","Oxygène",1,"PITREBOIS","Augustin","M","","","","","","","","",""
7500,"Tournai","Oxygène",2,"LAMMERS","Anne-Michèle","F","","","","","","","","",""
7500,"Tournai","Oxygène",3,"AUCHAIN","Jean-Luc","M","","","","","","","","",""
7500,"Tournai","Oxygène",4,"MOTTE","Viviane","F","","","","","","","","",""
7500,"Tournai","Oxygène",5,"MARTENS","Kévin","M","","","","","","","","",""
7500,"Tournai","Oxygène",6,"HUIN","Jennifer","F","","","","","","","","",""
7500,"Tournai","Oxygène",7,"BOULANGER","Fabrice","M","","","","","","","","",""
7500,"Tournai","Oxygène",8,"MASSUT","Mélody","F","","","","","","","","",""
7500,"Tournai","Oxygène",9,"JULES","Emmanuel","M","","","","","","","","",""
7500,"Tournai","NATION",1,"LIÉGEOIS","Michaël","M","","","","","","","","",""
7500,"Tournai","NATION",2,"DELVAL","Jessica","F","","","","","","","","",""
7500,"Tournai","NATION",3,"REGER","Georges","M","","","","","","","","",""
7500,"Tournai","NATION",4,"KOSCHKINA","Eliéna","F","","","","","","","","",""
7500,"Tournai","Ensemble !",1,"BROTCORNE","Benjamin","M","","","","","","","","",""
7500,"Tournai","Ensemble !",2,"DELAUNOIS","Delphine","F","","","","","","","","",""
7500,"Tournai","Ensemble !",3,"NYEMB","Flavien","M","","","","","","","","",""
7500,"Tournai","Ensemble !",4,"HUYGEN","Sarah","F","","","","","","","","",""
7500,"Tournai","Ensemble !",5,"NYS","Robert","M","","","","","","","","",""
7500,"Tournai","Ensemble !",6,"LENAIN","Delphine","F","","","","","","","","",""
7500,"Tournai","Ensemble !",7,"PIERQUIN","Philippe","M","","","","","","","","",""
7500,"Tournai","Ensemble !",8,"NEIRYNCK","Elise","F","","","","","","","","",""
7500,"Tournai","Ensemble !",9,"SCHEEFHALS","Bruno","M","","","","","","","","",""
7500,"Tournai","Ensemble !",10,"POLISSET","Stéphanie","F","","","","","","","","",""
7500,"Tournai","Ensemble !",11,"SCHILLINGS","François","M","","","","","","","","",""
7500,"Tournai","Ensemble !",12,"VAN NIEUWENHUYSE","Christelle","F","","","","","","","","",""
7500,"Tournai","Ensemble !",13,"SNAPPE","Vincent","M","","","","","","","","",""
7500,"Tournai","Ensemble !",14,"BRULÉ","Léa","F","","","","","","","","",""
7500,"Tournai","Ensemble !",15,"VANDECAUTER","Jean-Michel","M","","","","","","","","",""
7500,"Tournai","Ensemble !",16,"BRUNCLAIR","Elodie","F","","","","","","","","",""
7500,"Tournai","Ensemble !",17,"VANDEGHINSTE","Thierry","M","","","","","","","","",""
7500,"Tournai","Ensemble !",18,"CASTRIQUE-GHESTEM","Solange","F","","","","","","","","",""
7500,"Tournai","Ensemble !",19,"WAERENBURGH","Xavier","M","","","","","","","","",""
7500,"Tournai","Ensemble !",20,"COILLOT","Corinne","F","","","","","","","","",""
7500,"Tournai","Ensemble !",21,"BAUDRU","Gérard","M","","","","","","","","",""
7500,"Tournai","Ensemble !",22,"DAUDERGNIES","Frédérique","F","","","","","","","","",""
7500,"Tournai","Ensemble !",23,"BROTCORNE","Rémy","M","","","","","","","","",""
7500,"Tournai","Ensemble !",24,"DE JONGHE","Nicole","F","","","","","","","","",""
7500,"Tournai","Ensemble !",25,"COCHEZ","Patrick","M","","","","","","","","",""
7500,"Tournai","Ensemble !",26,"DENEUBOURG","Nadine","F","","","","","","","","",""
7500,"Tournai","Ensemble !",27,"DEMULDER","Marc","M","","","","","","","","",""
7500,"Tournai","Ensemble !",28,"DOCHY","Claudye","F","","","","","","","","",""
7500,"Tournai","Ensemble !",29,"DENONNE","Charles","M","","","","","","","","",""
7500,"Tournai","Ensemble !",30,"DELCOUR-DUPLAT","Louise","F","","","","","","","","",""
7500,"Tournai","Ensemble !",31,"DOCHY","Luc","M","","","","","","","","",""
7500,"Tournai","Ensemble !",32,"FERMONT","Christelle","F","","","","","","","","",""
7500,"Tournai","Ensemble !",33,"FRÈRE","Jean-Pierre","M","","","","","","","","",""
7500,"Tournai","Ensemble !",34,"FONTAINE","Patricia","F","","","","","","","","",""
7500,"Tournai","Ensemble !",35,"LEBRUN","François","M","","","","","","","","",""
7500,"Tournai","Ensemble !",36,"GUELUY","Christelle","F","","","","","","","","",""
7500,"Tournai","Ensemble !",37,"LECLUSELLE","Claude","M","","","","","","","","",""
7500,"Tournai","Ensemble !",38,"GUELUY","Virginie","F","","","","","","","","",""
7500,"Tournai","Ensemble !",39,"VANDENBERGHE","Jean-Marie","M","","","","","","","","",""
4980,"Trois-Ponts","PP",1,"LEJEUNE","Nicolas","M","","","","","","","","",""
4980,"Trois-Ponts","ENSEMBLE",1,"BAIRIN","Francis","M","","","","","","","","",""
4980,"Trois-Ponts","ENSEMBLE",2,"LIGNOUL","Anne","F","","","","","","","","",""
4980,"Trois-Ponts","ENSEMBLE",3,"XHURDEBISE","Patrice","M","","","","","","","","",""
4980,"Trois-Ponts","ENSEMBLE",4,"MARET","Anaïs","F","","","","","","","","",""
4980,"Trois-Ponts","ENSEMBLE",5,"LEGRAND","Claude","M","","","","","","","","",""
4980,"Trois-Ponts","ENSEMBLE",6,"MARTIN","Cécile","F","","","","","","","","",""
4980,"Trois-Ponts","ENSEMBLE",7,"HENRIET","Pascal","M","","","","","","","","",""
4980,"Trois-Ponts","ENSEMBLE",8,"ENGLEBERT","Maryanne","F","","","","","","","","",""
4980,"Trois-Ponts","ENSEMBLE",9,"MARQUET","Michel","M","","","","","","","","",""
4980,"Trois-Ponts","ENSEMBLE",10,"ROUMEZ","Jacqueline","F","","","","","","","","",""
4980,"Trois-Ponts","ENSEMBLE",11,"GUSTIN","Thierry","M","","","","","","","","",""
4980,"Trois-Ponts","AVEC VOUS",1,"MARGREVE","Victorine","F","","","","","","","","",""
4980,"Trois-Ponts","AVEC VOUS",2,"GODEFROID","Claudy","M","","","","","","","","",""
4980,"Trois-Ponts","AVEC VOUS",3,"CAUFRIEZ","Marianne","F","","","","","","","","",""
4980,"Trois-Ponts","AVEC VOUS",4,"LALLOYER","Jean-Michel","M","","","","","","","","",""
4980,"Trois-Ponts","AVEC VOUS",5,"COLLIGNON","Françoise","F","","","","","","","","",""
4980,"Trois-Ponts","AVEC VOUS",6,"HURDEBISE","Jean-Cyrille","M","","","","","","","","",""
4980,"Trois-Ponts","AVEC VOUS",7,"PÉTRÉ","Christel","F","","","","","","","","",""
4980,"Trois-Ponts","AVEC VOUS",8,"GUSTIN","Cédric","M","","","","","","","","",""
4980,"Trois-Ponts","AVEC VOUS",9,"SÉPULT","Alison","F","","","","","","","","",""
4980,"Trois-Ponts","AVEC VOUS",10,"PIETTE","Francis","M","","","","","","","","",""
4980,"Trois-Ponts","AVEC VOUS",11,"COLLARD","Maryse","F","","","","","","","","",""
4870,"Trooz","MR-ELD",1,"MARCK","Christophe","M","","","","","","","","",""
4870,"Trooz","MR-ELD",2,"NOSSENT","Christine ","F","","","","","","","","",""
4870,"Trooz","MR-ELD",3,"JAMAGNE","Marc ","M","","","","","","","","",""
4870,"Trooz","MR-ELD",4,"JANSSEN","Colette ","F","","","","","","","","",""
4870,"Trooz","MR-ELD",5,"ROLAND","Lionel","M","","","","","","","","",""
4870,"Trooz","MR-ELD",6,"de BIOLLEY - de MACAR","Hélène","F","","","","","","","","",""
4870,"Trooz","MR-ELD",7,"DURTKA","Fabrice","M","","","","","","","","",""
4870,"Trooz","MR-ELD",8,"CAUCHIE","Pascale","F","","","","","","","","",""
4870,"Trooz","MR-ELD",9,"DEBOR","Olivier","M","","","","","","","","",""
4870,"Trooz","MR-ELD",10,"MORETTO","Anna","F","","","","","","","","",""
4870,"Trooz","MR-ELD",11,"MAWET","Jacques ","M","","","","","","","","",""
4870,"Trooz","MR-ELD",12,"DEGER","Delphine","F","","","","","","","","",""
4870,"Trooz","MR-ELD",13,"LALLEMAND","Grégory ","M","","","","","","","","",""
4870,"Trooz","MR-ELD",14,"BAIWIR","Patricia","F","","","","","","","","",""
4870,"Trooz","MR-ELD",15,"NAMOTTE","Loïc ","M","","","","","","","","",""
4870,"Trooz","MR-ELD",16,"MOULHAN","Isabelle ","F","","","","","","","","",""
4870,"Trooz","MR-ELD",17,"LOUVRIER","Guy ","M","","","","","","","","",""
4870,"Trooz","MR-ELD",18,"LEGRAND -BOURGEOIS","Fabienne ","F","","","","","","","","",""
4870,"Trooz","MR-ELD",19,"HAOT","Philippe","M","","","","","","","","",""
4870,"Trooz","PP",1,"MORAINVILLE","Henri","M","","","","","","","","",""
4870,"Trooz","PP",2,"SIMON","Louise","F","","","","","","","","",""
4870,"Trooz","PP",3,"SIMONIS","Pierre-Jean","M","","","","","","","","",""
4870,"Trooz","PP",4,"BORGUET","Virginia","F","","","","","","","","",""
4870,"Trooz","PP",5,"LALLEMEND","Gérard","M","","","","","","","","",""
4870,"Trooz","PP",6,"PIRARD","Dominique","F","","","","","","","","",""
4870,"Trooz","PP",7,"COUNET","Philippe","M","","","","","","","","",""
4870,"Trooz","Bourgmestre",1,"BELTRAN","Fabien","M","","","","","","","","",""
4870,"Trooz","Bourgmestre",2,"JUPRELLE","Isabelle","F","","","","","","","","",""
4870,"Trooz","Bourgmestre",3,"NORI","Enrico-Eric","M","","","","","","","","",""
4870,"Trooz","Bourgmestre",4,"DENOOZ","Anne-Lyse","F","","","","","","","","",""
4870,"Trooz","Bourgmestre",5,"SOOLS","Nicolas","M","","","","","","","","",""
4870,"Trooz","Bourgmestre",6,"DEGLIN","Joëlle","F","","","","","","","","",""
4870,"Trooz","Bourgmestre",7,"FELIX","Jonathan","M","","","","","","","","",""
4870,"Trooz","Bourgmestre",8,"DUMONT","Myriam","F","","","","","","","","",""
4870,"Trooz","Bourgmestre",9,"MARCQ","Sébastien","M","","","","","","","","",""
4870,"Trooz","Bourgmestre",10,"GONZALEZ SANZ","Ana","F","","","","","","","","",""
4870,"Trooz","Bourgmestre",11,"DE HAN","Eric","M","","","","","","","","",""
4870,"Trooz","Bourgmestre",12,"SERVAIS","Anne-Marie","F","","","","","","","","",""
4870,"Trooz","Bourgmestre",13,"ADELAIN","Mike","M","","","","","","","","",""
4870,"Trooz","Bourgmestre",14,"HEUZE","Joëlle","F","","","","","","","","",""
4870,"Trooz","Bourgmestre",15,"LAINERI","Riccardo","M","","","","","","","","",""
4870,"Trooz","Bourgmestre",16,"SANTKIN","Samantha","F","","","","","","","","",""
4870,"Trooz","Bourgmestre",17,"COLLARD","David","M","","","","","","","","",""
4870,"Trooz","Bourgmestre",18,"BOTTERMAN","Isabelle","F","","","","","","","","",""
4870,"Trooz","Bourgmestre",19,"MARTIN","Guy","M","","","","","","","","",""
4870,"Trooz","ECOVA",1,"VENDY","Etienne","M","","","","","","","","",""
4870,"Trooz","ECOVA",2,"ANDRÉ","Brigitte","F","","","","","","","","",""
4870,"Trooz","ECOVA",3,"DEGÉE","Arthur","M","","","","","","","","",""
4870,"Trooz","ECOVA",4,"CATOUL","Anne","F","","","","","","","","",""
4870,"Trooz","ECOVA",5,"JAMART","Hubert","M","","","","","","","","",""
4870,"Trooz","ECOVA",6,"HASARD-AUSTEN","Josiane","F","","","","","","","","",""
4870,"Trooz","ECOVA",7,"FAYED","Omar","M","","","","","","","","",""
4870,"Trooz","ECOVA",8,"GILLES","Marylène","F","","","","","","","","",""
4870,"Trooz","ECOVA",9,"LEBLANC","Pierre","M","","","","","","","","",""
4870,"Trooz","ECOVA",10,"TRIBOLET","Marie","F","","","","","","","","",""
4870,"Trooz","ECOVA",11,"MATZ","Yves","M","","","","","","","","",""
4870,"Trooz","ECOVA",12,"WUIDAR","Anne-Marie","F","","","","","","","","",""
4870,"Trooz","ECOVA",13,"MARÉCHAL","Edouard","M","","","","","","","","",""
4870,"Trooz","ECOVA",14,"HICK","Sybilla","F","","","","","","","","",""
4870,"Trooz","ECOVA",15,"CLOSE","Philippe","M","","","","","","","","",""
4870,"Trooz","ECOVA",16,"THIENPONT","Yolande","F","","","","","","","","",""
4870,"Trooz","ECOVA",17,"MOTTET","Henri","M","","","","","","","","",""
4870,"Trooz","ECOVA",18,"JACOB","Anne","F","","","","","","","","",""
4870,"Trooz","ECOVA",19,"DOMBARD","André","M","","","","","","","","",""
1480,"Tubize","MR",1,"PINTE","Pierre","M","","","","","","","","",""
1480,"Tubize","MR",2,"LOUVIGNY","Lyseline","F","","","","","","","","",""
1480,"Tubize","MR",3,"MONARD","Bob","M","","","","","","","","",""
1480,"Tubize","MR",4,"BERNARD","Nathalie","F","","","","","","","","",""
1480,"Tubize","MR",5,"EL KROUT","Hicham","M","","","","","","","","",""
1480,"Tubize","MR",6,"BAEKE","Katia","F","","","","","","","","",""
1480,"Tubize","MR",7,"VANDENBERGEN","Serge","M","","","","","","","","",""
1480,"Tubize","MR",8,"PELGRIMS PAUL","Marie","F","","","","","","","","",""
1480,"Tubize","MR",9,"BEELEN","Christian","M","","","","","","","","",""
1480,"Tubize","MR",10,"BERT","Claudine","F","","","","","","","","",""
1480,"Tubize","MR",11,"DELHALLE","Olivier","M","","","","","","","","",""
1480,"Tubize","MR",12,"MAGRI","Francesca","F","","","","","","","","",""
1480,"Tubize","MR",13,"LONDERO","Guillaume","M","","","","","","","","",""
1480,"Tubize","MR",14,"LOMBARDO","Vincenza","F","","","","","","","","",""
1480,"Tubize","MR",15,"CALATABIANO","Giuseppe","M","","","","","","","","",""
1480,"Tubize","MR",16,"KALU","Ogbeyalo","F","","","","","","","","",""
1480,"Tubize","MR",17,"TILMAN","Jean-Nicolas","M","","","","","","","","",""
1480,"Tubize","MR",18,"DE SOUZA DOMS","Aminata","F","","","","","","","","",""
1480,"Tubize","MR",19,"SINTOBIN","Philippe","M","","","","","","","","",""
1480,"Tubize","MR",20,"STACHE LEROY","Fabienne","F","","","","","","","","",""
1480,"Tubize","MR",21,"FORTE","Johnny","M","","","","","","","","",""
1480,"Tubize","MR",22,"MAFFESSONI","Murielle","F","","","","","","","","",""
1480,"Tubize","MR",23,"LAUWERS","Patrick","M","","","","","","","","",""
1480,"Tubize","MR",24,"SADIN","Stéphanie","F","","","","","","","","",""
1480,"Tubize","MR",25,"D'ORAZIO","Samuel","M","","","","","","","","",""
1480,"Tubize","MR",26,"GILLARD","Dominique","F","","","","","","","","",""
1480,"Tubize","MR",27,"DEWEZ","Olivier","M","","","","","","","","",""
1480,"Tubize","MR",28,"MONARD","Hélène","F","","","","","","","","",""
1480,"Tubize","MR",29,"BORREMANS","Henri","M","","","","","","","","",""
1480,"Tubize","ECOLO",1,"DESMEDT","Sabine","F","","","","","","","","",""
1480,"Tubize","ECOLO",2,"CAELS","Youri","M","","","","","","","","",""
1480,"Tubize","ECOLO",3,"JAMAR","Lise","F","","","","","","","","",""
1480,"Tubize","ECOLO",4,"HEYVAERT","Laurent","M","","","","","","","","",""
1480,"Tubize","ECOLO",5,"SIMAL","Sophie","F","","","","","","","","",""
1480,"Tubize","ECOLO",6,"PIRSON","Michel","M","","","","","","","","",""
1480,"Tubize","ECOLO",7,"VERKET","Jacqueline","F","","","","","","","","",""
1480,"Tubize","ECOLO",8,"PUTTAERT","Jean","M","","","","","","","","",""
1480,"Tubize","ECOLO",9,"SCUTENAIRE","Louise","F","","","","","","","","",""
1480,"Tubize","ECOLO",10,"SILIEN","Thomas","M","","","","","","","","",""
1480,"Tubize","ECOLO",11,"HEYMANS","Manon","F","","","","","","","","",""
1480,"Tubize","ECOLO",12,"BARSI","Jocelyn","M","","","","","","","","",""
1480,"Tubize","ECOLO",13,"VEREYCKEN","Noémie","F","","","","","","","","",""
1480,"Tubize","ECOLO",14,"CLAES","Jules","M","","","","","","","","",""
1480,"Tubize","ECOLO",15,"BOTELHO MARTINS","Janaina","F","","","","","","","","",""
1480,"Tubize","ECOLO",16,"SCUTENAIRE","Gilbert","M","","","","","","","","",""
1480,"Tubize","ECOLO",17,"GODET","Patricia","F","","","","","","","","",""
1480,"Tubize","ECOLO",18,"STEVENS","Dimitri","M","","","","","","","","",""
1480,"Tubize","ECOLO",19,"HUTSE","Nathalie","F","","","","","","","","",""
1480,"Tubize","ECOLO",20,"RIOS BASSI","Carlos","M","","","","","","","","",""
1480,"Tubize","ECOLO",21,"SLAMKA","Annie","F","","","","","","","","",""
1480,"Tubize","ECOLO",22,"RYGAERT","Jacques","M","","","","","","","","",""
1480,"Tubize","ECOLO",23,"KOVACS","Katalin","F","","","","","","","","",""
1480,"Tubize","ECOLO",24,"DALCQ","Francis","M","","","","","","","","",""
1480,"Tubize","ECOLO",25,"GASIA","Vincianne","F","","","","","","","","",""
1480,"Tubize","ECOLO",26,"JAMINON","Marcel","M","","","","","","","","",""
1480,"Tubize","ECOLO",27,"CLAES","Christiane","F","","","","","","","","",""
1480,"Tubize","ECOLO",28,"SAVOLDI","Michael","M","","","","","","","","",""
1480,"Tubize","ECOLO",29,"DUMONCEAU","Sandra","F","","","","","","","","",""
1480,"Tubize","PP",1,"DEVEL","Marc","M","","","","","","","","",""
1480,"Tubize","PP",2,"BRÜCK","Laurence","F","","","","","","","","",""
1480,"Tubize","PP",3,"DEBAST","Michaël","M","","","","","","","","",""
1480,"Tubize","PP",4,"CROCHET","Marie","F","","","","","","","","",""
1480,"Tubize","PP",5,"VAN RAMPELBERGH","Michaël","M","","","","","","","","",""
1480,"Tubize","PP",6,"GENTEN","Monika","F","","","","","","","","",""
1480,"Tubize","PP",7,"LAMBERT","Christophe","M","","","","","","","","",""
1480,"Tubize","PP",8,"MATTHYS","Véronique","F","","","","","","","","",""
1480,"Tubize","PP",9,"ODAR","Guillaume","M","","","","","","","","",""
1480,"Tubize","PP",10,"DEKEGEL","Clémentine","F","","","","","","","","",""
1480,"Tubize","PP",11,"VANOVERLOOP","Fernand","M","","","","","","","","",""
1480,"Tubize","PP",12,"VANDERVEKEN","Amélie","F","","","","","","","","",""
1480,"Tubize","DéFI",1,"ABDELALI","Mourad","M","","","","","","","","",""
1480,"Tubize","DéFI",2,"PAYEN","Catherine","F","","","","","","","","",""
1480,"Tubize","DéFI",3,"ESSELDEURS","George","M","","","","","","","","",""
1480,"Tubize","DéFI",4,"GOLDSCHLÄGER","Ingrid","F","","","","","","","","",""
1480,"Tubize","DéFI",5,"LAVORE","Filippo","M","","","","","","","","",""
1480,"Tubize","DéFI",6,"KIMBWALA MAKIBA","Anne-Marie","F","","","","","","","","",""
1480,"Tubize","DéFI",7,"GODDI","Renzo","M","","","","","","","","",""
1480,"Tubize","DéFI",8,"BASEGGIO","Mariana","F","","","","","","","","",""
1480,"Tubize","DéFI",9,"PAYEN","Georget","M","","","","","","","","",""
1480,"Tubize","DéFI",10,"KASSEMOUN","Siham","F","","","","","","","","",""
1480,"Tubize","DéFI",11,"BREYSSENS","Quentin","M","","","","","","","","",""
1480,"Tubize","DéFI",12,"COUWEZ","Sophie","F","","","","","","","","",""
1480,"Tubize","DéFI",13,"HAMPERT","Vincent","M","","","","","","","","",""
1480,"Tubize","DéFI",14,"SCHWILDEN","Clémentine","F","","","","","","","","",""
1480,"Tubize","DéFI",15,"YAMBA-GBOKOKO","Christophe","M","","","","","","","","",""
1480,"Tubize","DéFI",16,"BRENU","Lucie","F","","","","","","","","",""
1480,"Tubize","DéFI",17,"DIO PUIARELLO","Salvatore","M","","","","","","","","",""
1480,"Tubize","DéFI",18,"SANT'ANGELO","Kimberley","F","","","","","","","","",""
1480,"Tubize","DéFI",19,"BASEGGIO","Antonio","M","","","","","","","","",""
1480,"Tubize","DéFI",20,"GOOSSENS","Catherine","F","","","","","","","","",""
1480,"Tubize","DéFI",21,"ADHAM","Mohammadi","M","","","","","","","","",""
1480,"Tubize","DéFI",22,"SANT'ANGELO","Kelly","F","","","","","","","","",""
1480,"Tubize","DéFI",23,"VANDERCAMMEN","Freddy","M","","","","","","","","",""
1480,"Tubize","DéFI",24,"LEBLEU","Ginette","F","","","","","","","","",""
1480,"Tubize","DéFI",25,"DELPORTE","Alain","M","","","","","","","","",""
1480,"Tubize","DéFI",26,"ESSELDEURS","Virginie","F","","","","","","","","",""
1480,"Tubize","DéFI",27,"GEERTS","Pierre","M","","","","","","","","",""
1480,"Tubize","DéFI",28,"GIULIANA","Antonella","F","","","","","","","","",""
1480,"Tubize","DéFI",29,"DI DIO","Calogero","M","","","","","","","","",""
1480,"Tubize","RC",1,"LANGENDRIES","Raymond","M","","","","","","","","",""
1480,"Tubize","RC",2,"FERIER","Fabienne","F","","","","","","","","",""
1480,"Tubize","RC",3,"ZOCASTELLO","Jean-Marc","M","","","","","","","","",""
1480,"Tubize","RC",4,"ZAPPONE","Marianne","F","","","","","","","","",""
1480,"Tubize","RC",5,"WAUTIER","Jean-Armand","M","","","","","","","","",""
1480,"Tubize","RC",6,"MEYNEN","Annie","F","","","","","","","","",""
1480,"Tubize","RC",7,"CAPIZZI","Giovanni","M","","","","","","","","",""
1480,"Tubize","RC",8,"FONTANAZZA","Nunzia","F","","","","","","","","",""
1480,"Tubize","RC",9,"PIRON","Olivier","M","","","","","","","","",""
1480,"Tubize","RC",10,"STEENHAULT","Françoise","F","","","","","","","","",""
1480,"Tubize","RC",11,"LEKIME","Alain","M","","","","","","","","",""
1480,"Tubize","RC",12,"MAGNUS","Maïté","F","","","","","","","","",""
1480,"Tubize","RC",13,"HENRIOULLE","Luc","M","","","","","","","","",""
1480,"Tubize","RC",14,"PIERQUIN VAN HEMELRYCK","Fabienne","F","","","","","","","","",""
1480,"Tubize","RC",15,"JONVILLE","Marc","M","","","","","","","","",""
1480,"Tubize","RC",16,"GUTIERREZ VIDAL","Léo","F","","","","","","","","",""
1480,"Tubize","RC",17,"DIONSO DIYABANZA","Cédric","M","","","","","","","","",""
1480,"Tubize","RC",18,"MONSEU BREYNAERT","Myriam","F","","","","","","","","",""
1480,"Tubize","RC",19,"RUTH","Geoffrey","M","","","","","","","","",""
1480,"Tubize","RC",20,"MARIN","Michèle","F","","","","","","","","",""
1480,"Tubize","RC",21,"WYNS","Patrick","M","","","","","","","","",""
1480,"Tubize","RC",22,"NESBITT GIORDANO","Cathy","F","","","","","","","","",""
1480,"Tubize","RC",23,"DEKEULENEER","Pierre","M","","","","","","","","",""
1480,"Tubize","RC",24,"GIACOMAZZI","Sarah","F","","","","","","","","",""
1480,"Tubize","RC",25,"DEKEMPENEER","Fabian","M","","","","","","","","",""
1480,"Tubize","RC",26,"REMMERIE","Caroline","F","","","","","","","","",""
1480,"Tubize","RC",27,"ANGILLIS","Philippe","M","","","","","","","","",""
1480,"Tubize","RC",28,"RUYS","Emilie","F","","","","","","","","",""
1480,"Tubize","RC",29,"LANGENDRIES","Benoit","M","","","","","","","","",""
1480,"Tubize","éB",1,"JANUTH","Michel","M","","","","","","","","",""
1480,"Tubize","éB",2,"SAINT-GUILAIN","Maïte","F","","","","","","","","",""
1480,"Tubize","éB",3,"PICALAUSA","Michel","M","","","","","","","","",""
1480,"Tubize","éB",4,"ROCCO","Adriana","F","","","","","","","","",""
1480,"Tubize","éB",5,"JADIN","Frédéric","M","","","","","","","","",""
