lastname,firstname,nickname,party,city_fr,city_nl,zipcode,cumuls_2017,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,cumuleo_url
Loones,Jan,x,N-VA,Coxyde,Koksijde,8670,15,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4128-jan-loones.php
Loose,Pieter,x,sp.a,Furnes,Veurne,8630,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14657-pieter-loose.php
Looten,Françoise,Françoise Fassiaux Looten,PS,Chimay,Chimay,6460,15,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4125-francoise-looten.php
Loozen,Marie-Claire,x,sp.a,Tirlemont,Tienen,3300,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/4123-marie-claire-loozen.php
Loppe,Marthe,x,MR,Ramillies,Ramillies,1367,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/4121-marthe-loppe.php
Lorand,Francis,x,PS,Fleurus,Fleurus,6220,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,https://www.cumuleo.be/mandataire/11705-francis-lorand.php
Lorent,Freddy,x,Open VLD,x,x,2100,8,oui,oui,oui,oui,,,,,,,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4119-freddy-lorent.php
Lorenzino,Debora,x,DéFi,Schaerbeek,Schaarbeek,1030,13,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14659-debora-lorenzino.php
Lorgé,Laurence,x,x,Messancy,Messancy,6780,8,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16259-laurence-lorge.php
Lottin,Claudy,x,Ecolo,Florennes,Florennes,5620,14,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13232-claudy-lottin.php
Louette,Anthony,x,MR,Tintigny,Tintigny,6730,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4112-anthony-louette.php
Louette,Baudouin,x,cdH,Chimay,Chimay,6460,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/10577-baudouin-louette.php
Louis,Bruno,x,x,Braives,Braives,4260,3,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16961-bruno-louis.php
Louvigny,Lyseline,x,MR,Tubize,Tubeke,1480,8,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13233-lyseline-louvigny.php
Loveniers,Franky,x,N-VA,Anvers,Antwerpen,2000,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13551-franky-loveniers.php
Lovinfosse,Stéphane,x,MR,Hotton,Hotton,6990,11,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13234-stephane-lovinfosse.php
Lowet,Leon,x,x,Herstappe,Herstappe,3717,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/10093-leon-lowet.php
Loyson,Siska,x,CD&V,Jabbeke,Jabbeke,8490,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/4099-siska-loyson.php
Lucas,Pierre-Henri,x,MR,Awans,Awans,4340,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13614-pierre-henri-lucas.php
Lugowski,Dominique,x,PS,Awans,Awans,4340,8,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13235-dominique-lugowski.php
Lukalu,Carl,x,PS,Pont-à-Celles,Pont-à-Celles,6230,11,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/4094-carl-lukalu.php
Lumen,Marcel,x,x,Brugelette,Brugelette,7940,1,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16260-marcel-lumen.php
Luperto,Jean-Charles,x,PS,Sambreville,Sambreville,5060,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4093-jean-charles-luperto.php
Lust,Eddy,x,Open VLD,Menin,Menen,8930,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14661-eddy-lust.php
Lutgen,Benoît,x,cdH,Bastogne,Bastenaken,6600,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/11387-benoit-lutgen.php
Lutgen,Patricia,x,cdH,Bastogne,Bastenaken,6600,9,oui,oui,oui,oui,oui,oui,,,,oui,oui,,,,https://www.cumuleo.be/mandataire/4089-patricia-lutgen.php
Luyckx,Carlo,x,PS,Saint-Gilles,Sint-Gillis,1060,11,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4085-carlo-luyckx.php
Luyckx,Kris,x,Open VLD,Merksplas,Merksplas,2330,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/4083-kris-luyckx.php
Luyckx,Raymond,x,CD&V,Destelbergen,Destelbergen,9070,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4081-raymond-luyckx.php
Luyckx,Rita,Rit Luyckx,CD&V,Wuustwezel,Wuustwezel,2990,4,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16600-rita-luyckx.php
Luykx,Peter,x,N-VA,Lommel,Lommel,3920,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/4080-peter-luykx.php
Luypaerts,Aurélia,x,MR,Verviers,Verviers,4800,8,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13238-aurelia-luypaerts.php
Luyten,Betty,x,CD&V,Lummen,Lummen,3560,1,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4077-betty-luyten.php
Luyten,Frans,x,CD&V,Herselt,Herselt,2230,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9606-frans-luyten.php
Luyten,Luc,x,x,Nijlen,Nijlen,2560,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4075-luc-luyten.php
Luyten,Walter,x,CD&V,Ravels,Ravels,2380,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4072-walter-luyten.php
Lybeer,Lieven,x,CD&V,Courtrai,Kortrijk,8500,13,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4070-lieven-lybeer.php
Maâti,Naima,x,PS,Bruxelles,Brussel,1000,12,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14662-naima-maati.php
Mabille,Albert,x,Ecolo,Floreffe,Floreffe,5150,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4066-albert-mabille.php
Macoir,Johnny,x,x,Sainte-Ode,Sainte-Ode,6680,1,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16601-johnny-macoir.php
Maddens,Wout,x,Open VLD,Courtrai,Kortrijk,8500,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/4057-wout-maddens.php
Madrane,Rachid,x,PS,Etterbeek,Etterbeek,1040,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4056-rachid-madrane.php
Madrid,Eveline,x,sp.a,Louvain,Leuven,3000,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4055-eveline-madrid.php
Maelfait,Jacques,x,N-VA,Harelbeke,Harelbeke,8530,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14664-jacques-maelfait.php
Maene,Jean-Claude,x,PS,Beauraing,Beauraing,5570,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4053-jean-claude-maene.php
Maenhout,Marleen,x,Open VLD,Zelzate,Zelzate,9060,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/4051-marleen-maenhout.php
Maerevoet,Werner,x,N-VA,Tamise,Temse,9140,2,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14665-werner-maerevoet.php
Maertens,Bert,x,N-VA,Izegem,Izegem,8870,6,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12054-bert-maertens.php
Maertens,Caroline,x,N-VA,Izegem,Izegem,8870,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14666-caroline-maertens.php
Maes,Anne-Marie,Annemie Maes,Groen,Jette,Jette,1090,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,https://www.cumuleo.be/mandataire/11708-anne-marie-maes.php
Maes,Barbara,x,Groen,Bonheiden,Bonheiden,2820,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14667-barbara-maes.php
Maes,Benny,x,x,Wellen,Wellen,3830,4,oui,oui,oui,oui,oui,,,,,,,,,oui,https://www.cumuleo.be/mandataire/4046-benny-maes.php
Maes,Diane,x,Open VLD,Maasmechelen,Maasmechelen,3630,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/4043-diane-maes.php
Maes,Dirk,x,CD&V,Aalter,Aalter,9880,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4042-dirk-maes.php
Maes,Erik,x,N-VA,Zwevegem,Zwevegem,8550,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14669-erik-maes.php
Maes,Godelieve,Maes Lieve,N-VA,Zaventem,Zaventem,1930,13,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12055-godelieve-maes.php
Maes,Hugo,x,CD&V,Tamise,Temse,9140,14,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/11130-hugo-maes.php
Maes,Jean-Michel,x,MR,Estinnes,Estinnes,7120,2,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16262-jean-michel-maes.php
Maes,Jeanine,x,N-VA,De Pinte,De Pinte,9840,4,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16261-jeanine-maes.php
Maes,Lobke,x,CD&V,Wevelgem,Wevelgem,8560,14,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/4031-lobke-maes.php
Maes,Luc,x,Open VLD,Beveren,Beveren,9120,11,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4030-luc-maes.php
Maes,Mieke,x,CD&V,Zandhoven,Zandhoven,2240,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14670-mieke-maes.php
Maes,Myriam,x,sp.a,Oudenburg,Oudenburg,8460,7,oui,oui,oui,oui,oui,oui,oui,,,,,,,,https://www.cumuleo.be/mandataire/12747-myriam-maes.php
Maes,Patrick,x,Open VLD,Lochristi,Lochristi,9080,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4020-patrick-maes.php
Maes,Stefan,x,N-VA,Rijkevorsel,Rijkevorsel,2310,1,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14672-stefan-maes.php
Maes,Valérie,x,PS,Saint-Nicolas,Saint-Nicolas,4420,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,https://www.cumuleo.be/mandataire/11710-valerie-maes.php
Maes,Werner,x,CD&V,Beveren,Beveren,9120,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4017-werner-maes.php
Magdalijns,Christophe,x,DéFi,Auderghem,Oudergem,1160,7,oui,oui,oui,oui,oui,,,,,oui,oui,oui,,,https://www.cumuleo.be/mandataire/9332-christophe-magdalijns.php
Mager,Jean-Marie,x,cdH,Plombières,Blieberg,4850,2,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14673-jean-marie-mager.php
Maghe,Frédéric,x,MR,Binche,Binche,7130,17,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14674-frederic-maghe.php
Maglis,Vagelinna,x,MR,Saint-Gilles,Sint-Gillis,1060,6,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16264-vagelinna-maglis.php
Magnette,Jean-Pierre,x,cdH,Tellin,Tellin,6927,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4007-jean-pierre-magnette.php
Magnette,Paul,x,PS,Charleroi,Charleroi,6000,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/11386-paul-magnette.php
Magnus,Vincent,x,cdH,Arlon,Aarlen,6700,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/4005-vincent-magnus.php
Mahieu,Gilles,x,PS,x,x,x,3,oui,oui,oui,,,,,,,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/4000-gilles-mahieu.php
Mahieu,Marie,x,MR,Antoing,Antoing,7640,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14676-marie-mahieu.php
Mahoux,Philippe,x,PS,Gesves,Gesves,5340,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3996-philippe-mahoux.php
Mahy,Marie-France,x,PS,Liège,Luik,4000,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/3995-marie-france-mahy.php
Mahy,Olivier,x,MR,Molenbeek-Saint-Jean,Sint-Jans-Molenbeek,1080,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/3994-olivier-mahy.php
Mahy,Roger,x,PS,Froidchapelle,Froidchapelle,6440,2,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/15840-roger-mahy.php
Mahy,Rose-Marie,x,PS,Gedinne,Gedinne,5575,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/3992-rose-marie-mahy.php
Mahy,Thérèse,x,cdH,x,x,x,20,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3991-therese-mahy.php
Maillen,Laurent,x,PS,Étalle,Étalle,6740,1,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3990-laurent-maillen.php
Mailleux,Caroline,Caroline Cassart-Mailleux,MR,Ouffet,Ouffet,4590,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3989-caroline-mailleux.php
Maingain,Fabian,x,DéFi,Bruxelles,Brussel,1000,5,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/15841-fabian-maingain.php
Maingain,Olivier,x,DéFi,Woluwe-Saint-Lambert,Sint-Lambrechts-Woluwe,1200,14,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/11385-olivier-maingain.php
Maison,Joëlle,x,DéFi,Uccle,Ukkel,1180,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/3981-joelle-maison.php
Maistriau,Gérard,x,cdH,Le Roeulx,Le Roeulx,7070,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/3980-gerard-maistriau.php
Majoros,Karim,x,Ecolo,Molenbeek-Saint-Jean,Sint-Jans-Molenbeek,1080,3,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13242-karim-majoros.php
Malchair,Sandrine,x,x,Fexhe-le-Haut-Clocher,Fexhe-le-Haut-Clocher,4347,5,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13243-sandrine-malchair.php
Maleux,Anne,x,sp.a,Gingelom,Gingelom,3890,12,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14677-anne-maleux.php
Maleve,Benoît,x,PS,Incourt,Incourt,1315,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9358-benoit-maleve.php
Malfliet,Kris,x,Open VLD,Berlare,Berlare,9290,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14678-kris-malfliet.php
Malisoux,Elisabeth,x,PS,Andenne,Andenne,5300,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3974-elisabeth-malisoux.php
Mallet,Yvonne,x,MR,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,6120,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3973-yvonne-mallet.php
Malmendier,Xavier,x,MR,Visé,Wezet,4600,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3971-xavier-malmendier.php
Malou,Arnaud,x,PS,Frameries,Frameries,7080,16,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16605-arnaud-malou.php
Mampaka Mankamba,A Diallo (Bertin),x,cdH,Bruxelles,Brussel,1000,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3969-bertin-mampaka-mankamba.php
Manderlier,Jérôme,x,PS,Mons,Bergen,7000,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3967-jerome-manderlier.php
Manet,Eddy,x,sp.a,Tongres,Tongeren,3700,4,oui,oui,oui,oui,oui,,,,,,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/10086-eddy-manet.php
Maniglia,Giuseppe,x,PS,Liège,Luik,4000,13,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14680-giuseppe-maniglia.php
Maniscalco,Joseph,x,PS,Oreye,Oerle,4360,12,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14682-joseph-maniscalco.php
Maniscalco,Vincenzo,x,PS,Sambreville,Sambreville,5060,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3963-vincenzo-maniscalco.php
Mannaert,Dieter,x,CD&V,Termonde,Dendermonde,9200,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14683-dieter-mannaert.php
Mannaert,Geert,x,x,Buggenhout,Buggenhout,9255,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/11184-geert-mannaert.php
Manouvrier,Line,x,PS,Charleroi,Charleroi,6000,10,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16963-line-manouvrier.php
Manzato,Sergio,Serge Manzato,PS,Engis,Engis,4480,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3958-sergio-manzato.php
Manzoor,Shazia,x,MR,Molenbeek-Saint-Jean,Sint-Jans-Molenbeek,1080,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14684-shazia-manzoor.php
Maquille,Arnaud,x,MR,Mettet,Mettet,5640,20,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/3954-arnaud-maquille.php
Maquinay,Sandrine,x,Ecolo,Ferrières,Ferrières,4190,7,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16265-sandrine-maquinay.php
Maraite,Joseph,x,cdH,Burg-Reuland,Burg-Reuland,4791,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3952-joseph-maraite.php
Marchal,Christiane,x,x,Assesse,Assesse,5330,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/16410-christiane-marchal.php
Marchal,Christiane,x,MR,Mont-Saint-Guibert,Mont-Saint-Guibert,1435,1,oui,oui,,,,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3949-christiane-marchal.php
Marchal,Etienne,x,MR,Gedinne,Gedinne,5575,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/10484-etienne-marchal.php
Marchal,Marcellin,x,PS,Gerpinnes,Gerpinnes,6280,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14685-marcellin-marchal.php
Marchand,Pieter,x,CD&V,Poperinge,Poperinge,8970,7,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/15844-pieter-marchand.php
Marchetti,Joseph,x,PS,Gerpinnes,Gerpinnes,6280,4,oui,oui,oui,oui,oui,oui,oui,oui,,,,oui,oui,oui,https://www.cumuleo.be/mandataire/3942-joseph-marchetti.php
Marchetti,Marino,x,cdH,Rebecq,Rebecq,1430,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3941-marino-marchetti.php
Marck,Christophe,x,MR,Trooz,Trooz,4870,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/10387-christophe-marck.php
Marcolini,Nadia,x,Ecolo,Assesse,Assesse,5330,10,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16608-nadia-marcolini.php
Marcotty,François,x,x,Neupré,Neupré,4120,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13554-francois-marcotty.php
Marcourt,Jean-Claude,x,PS,Liège,Luik,4000,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/11384-jean-claude-marcourt.php
Marcoux,Sophie,x,PS,Braine-l'Alleud,Eigenbrakel,1420,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,https://www.cumuleo.be/mandataire/9394-sophie-marcoux.php
Marcq,Isabelle,Isabelle Druez-Marcq,MR,x,x,x,12,oui,,,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3938-isabelle-marcq.php
Marcus,Cathy,x,PS,Saint-Gilles,Sint-Gillis,1060,14,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3937-cathy-marcus.php
Mardulier,Jeffrey,x,sp.a,Lummen,Lummen,3560,9,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16609-jeffrey-mardulier.php
Maréchal,François,x,MR,Tintigny,Tintigny,6730,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/10636-francois-marechal.php
Maréchal,Luc,x,MR,Spa,Spa,4900,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/3934-luc-marechal.php
Maréchal,Monique,x,cdH,Donceel,Donceel,4357,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,https://www.cumuleo.be/mandataire/3933-monique-marechal.php
Maréchal,Pierre,x,MR,Crisnée,Crisnée,4367,1,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/3932-pierre-marechal.php
Marghem,Marie-Christine,x,MR,Tournai,Doornik,7500,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/10806-marie-christine-marghem.php
Marguillier,André,x,N-VA,Boortmeerbeek,Boortmeerbeek,3190,2,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16267-andre-marguillier.php
Mariage,Antoine,x,Ecolo,Havelange,Havelange,5370,7,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/15848-antoine-mariage.php
Mariage,Karim,x,PS,Colfontaine,Colfontaine,7340,3,oui,oui,oui,oui,oui,oui,,,,,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/10777-karim-mariage.php
Marichal,Michèle,x,x,Libin,Libin,6890,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14688-michele-marichal.php
Marin,Pierre,x,x,Braives,Braives,4260,7,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16964-pierre-marin.php
Marinower,Claude,x,Open VLD,Anvers,Antwerpen,2000,14,oui,oui,oui,oui,oui,oui,,,,,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9717-claude-marinower.php
Marion,Marc,x,cdH,Tellin,Tellin,6927,6,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16268-marc-marion.php
Marion,Michel,x,x,Rouvroy,Rouvroy,6767,6,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13246-michel-marion.php
Marir,Kheltoum,x,PS,Bernissart,Bernissart,7320,2,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/13247-kheltoum-marir.php
Maris,Nancy,x,N-VA,Kortenaken,Kortenaken,3470,2,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/15850-nancy-maris.php
Markowitz,Samuel,x,Open VLD,x,x,2000,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/14689-samuel-markowitz.php
Marlet,Marjorie,x,PS,Paliseul,Paliseul,6850,2,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16269-marjorie-marlet.php
Marlier,Bernard,x,PS,Esneux,Esneux,4130,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/10235-bernard-marlier.php
